"No.","Time","Source","Destination","Protocol","Length","Info"
"427","24.989518","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4004:c1d::6c","TCP","86","50035  >  993 [ACK] Seq=424 Ack=646 Win=1990 Len=0 TSval=3800593382 TSecr=2094514209"
"428","24.989861","2607:f8b0:4004:c1d::6c","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","125","Application Data"
"429","24.989909","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4004:c1d::6c","TCP","86","50023  >  993 [ACK] Seq=667 Ack=1005 Win=1984 Len=0 TSval=1248545787 TSecr=1632875354"
"430","24.992591","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4004:c1d::6c","TLSv1.2","128","Application Data"
"431","25.019957","2607:f8b0:4004:c1d::6c","2601:19b:681:6a0:443d:6eeb:d343:8f85","TCP","86","993  >  50035 [ACK] Seq=646 Ack=466 Win=1053 Len=0 TSval=2094514238 TSecr=3800593385"
"432","25.081386","2607:f8b0:4004:c1d::6c","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","125","Application Data"
"433","25.081556","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4004:c1d::6c","TCP","86","50035  >  993 [ACK] Seq=466 Ack=685 Win=1990 Len=0 TSval=3800593474 TSecr=2094514305"
"434","25.083934","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4004:c1d::6c","TLSv1.2","121","Application Data"
"435","25.108276","2607:f8b0:4004:c1d::6c","2601:19b:681:6a0:443d:6eeb:d343:8f85","TCP","86","993  >  50035 [ACK] Seq=685 Ack=501 Win=1053 Len=0 TSval=2094514332 TSecr=3800593477"
"436","25.177618","2607:f8b0:4004:c1d::6c","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","133","Application Data"
"437","25.177782","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4004:c1d::6c","TCP","86","50035  >  993 [ACK] Seq=501 Ack=732 Win=1989 Len=0 TSval=3800593570 TSecr=2094514401"
"438","25.178386","2607:f8b0:4004:c1d::6c","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","134","Application Data"
"439","25.178454","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4004:c1d::6c","TCP","86","50035  >  993 [ACK] Seq=501 Ack=780 Win=1988 Len=0 TSval=3800593570 TSecr=2094514401"
"440","25.179154","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4004:c1d::6c","TLSv1.2","129","Application Data"
"441","25.187348","2601:19b:681:6a0:443d:6eeb:d343:8f85","2a03:2880:f272:cc:face:b00c:0:43fe","TLSv1.2","195","Application Data"
"442","25.201739","2a03:2880:f272:cc:face:b00c:0:43fe","2601:19b:681:6a0:443d:6eeb:d343:8f85","TCP","86","443  >  58063 [ACK] Seq=1372 Ack=1618 Win=674 Len=0 TSval=702163757 TSecr=1276827855"
"443","25.202322","2607:f8b0:4004:c1d::6c","2601:19b:681:6a0:443d:6eeb:d343:8f85","TCP","86","993  >  50035 [ACK] Seq=780 Ack=544 Win=1053 Len=0 TSval=2094514426 TSecr=3800593572"
"444","25.270011","2607:f8b0:4004:c1d::6c","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","134","Application Data"
"445","25.270210","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4004:c1d::6c","TCP","86","50035  >  993 [ACK] Seq=544 Ack=828 Win=1988 Len=0 TSval=3800593663 TSecr=2094514493"
"446","25.271731","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4004:c1d::6c","TLSv1.2","167","Application Data"
"447","25.297903","2607:f8b0:4004:c1d::6c","2601:19b:681:6a0:443d:6eeb:d343:8f85","TCP","86","993  >  50035 [ACK] Seq=828 Ack=625 Win=1053 Len=0 TSval=2094514521 TSecr=3800593664"
"448","25.299411","2607:f8b0:4004:c1d::6c","2601:19b:681:6a0:443d:6eeb:d343:8f85","TCP","86","[TCP Dup ACK 447#1] 993  >  50035 [ACK] Seq=828 Ack=625 Win=1053 Len=0 TSval=2094514521 TSecr=3800593664"
"449","25.368095","2607:f8b0:4004:c1d::6c","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","149","Application Data"
"450","25.368313","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4004:c1d::6c","TCP","86","50035  >  993 [ACK] Seq=625 Ack=891 Win=1987 Len=0 TSval=3800593761 TSecr=2094514589"
"451","25.368896","2607:f8b0:4004:c1d::6c","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","161","Application Data"
"452","25.368998","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4004:c1d::6c","TCP","86","50035  >  993 [ACK] Seq=625 Ack=966 Win=1985 Len=0 TSval=3800593761 TSecr=2094514589"
"453","25.372480","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4004:c1d::6c","TLSv1.2","128","Application Data"
"454","25.396277","2607:f8b0:4004:c1d::6c","2601:19b:681:6a0:443d:6eeb:d343:8f85","TCP","86","993  >  50035 [ACK] Seq=966 Ack=667 Win=1053 Len=0 TSval=2094514620 TSecr=3800593765"
"455","25.463756","2607:f8b0:4004:c1d::6c","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","125","Application Data"
"456","25.463938","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4004:c1d::6c","TCP","86","50035  >  993 [ACK] Seq=667 Ack=1005 Win=1985 Len=0 TSval=3800593857 TSecr=2094514687"
"457","26.129855","fe80::a2ff:70ff:fe23:f9a4","ff02::1","ICMPv6","174","Router Advertisement from a0:ff:70:23:f9:a4"
"458","27.160718","2607:f8b0:4006:80c::200e","2601:19b:681:6a0:443d:6eeb:d343:8f85","UDP","98","443  >  58082 Len=36"
"459","27.160721","2607:f8b0:4006:80c::200e","2601:19b:681:6a0:443d:6eeb:d343:8f85","UDP","276","443  >  58082 Len=214"
"460","27.161441","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4006:80c::200e","UDP","98","58082  >  443 Len=36"
"461","27.188637","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4006:80c::200e","UDP","637","58082  >  443 Len=575"
"462","27.214299","2607:f8b0:4006:80c::200e","2601:19b:681:6a0:443d:6eeb:d343:8f85","UDP","98","443  >  58082 Len=36"
"463","27.214582","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4006:80c::200e","UDP","98","58082  >  443 Len=36"
"464","27.350615","2607:f8b0:4006:80c::200e","2601:19b:681:6a0:443d:6eeb:d343:8f85","UDP","1033","443  >  58082 Len=971"
"465","27.350617","2607:f8b0:4006:80c::200e","2601:19b:681:6a0:443d:6eeb:d343:8f85","UDP","121","443  >  58082 Len=59"
"466","27.351135","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4006:80c::200e","UDP","98","58082  >  443 Len=36"
"467","27.353718","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4006:80c::200e","UDP","94","58082  >  443 Len=32"
"468","27.354097","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4006:80c::200e","UDP","95","58082  >  443 Len=33"
"469","27.377929","2607:f8b0:4006:80c::200e","2601:19b:681:6a0:443d:6eeb:d343:8f85","UDP","92","443  >  58082 Len=30"
"470","28.101619","2601:19b:681:6a0:443d:6eeb:d343:8f85","2001:558:feed::1","DNS","99","Standard query 0x628a HTTPS accounts.google.com"
"471","28.101738","2601:19b:681:6a0:443d:6eeb:d343:8f85","2001:558:feed::1","DNS","99","Standard query 0x3b8a AAAA accounts.google.com"
"472","28.101822","2601:19b:681:6a0:443d:6eeb:d343:8f85","2001:558:feed::1","DNS","99","Standard query 0x4980 A accounts.google.com"
"473","28.125793","2001:558:feed::1","2601:19b:681:6a0:443d:6eeb:d343:8f85","DNS","115","Standard query response 0x4980 A accounts.google.com A 172.253.115.84"
"474","28.127004","2001:558:feed::1","2601:19b:681:6a0:443d:6eeb:d343:8f85","DNS","127","Standard query response 0x3b8a AAAA accounts.google.com AAAA 2607:f8b0:4004:c1f::54"
"475","28.127005","2001:558:feed::1","2601:19b:681:6a0:443d:6eeb:d343:8f85","DNS","149","Standard query response 0x628a HTTPS accounts.google.com SOA ns1.google.com"
"476","28.130080","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4004:c1f::54","QUIC","1262","Initial, DCID=13bc5d9e6b34ebb8, PKN: 0, CRYPTO, PADDING"
"477","28.141609","2601:19b:681:6a0:443d:6eeb:d343:8f85","2620:149:a41:109::a","UDP","92","52107  >  443 Len=30"
"478","28.164987","2607:f8b0:4004:c1f::54","2601:19b:681:6a0:443d:6eeb:d343:8f85","QUIC","1262","Initial, SCID=f3bc5d9e6b34ebb8, PKN: 1, ACK_ECN, CRYPTO, PADDING"
"479","28.165372","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4004:c1f::54","QUIC","1262","Initial, DCID=f3bc5d9e6b34ebb8, PKN: 1, ACK, PADDING"
"480","28.165999","2607:f8b0:4004:c1f::54","2601:19b:681:6a0:443d:6eeb:d343:8f85","QUIC","1262","Handshake, SCID=f3bc5d9e6b34ebb8"
"481","28.166001","2607:f8b0:4004:c1f::54","2601:19b:681:6a0:443d:6eeb:d343:8f85","QUIC","1262","Handshake, SCID=f3bc5d9e6b34ebb8"
"482","28.166155","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4004:c1f::54","QUIC","101","Handshake, DCID=f3bc5d9e6b34ebb8"
"483","28.184428","2620:149:a41:109::a","2601:19b:681:6a0:443d:6eeb:d343:8f85","UDP","95","443  >  52107 Len=33"
"484","28.194028","2607:f8b0:4004:c1f::54","2601:19b:681:6a0:443d:6eeb:d343:8f85","QUIC","1262","Handshake, SCID=f3bc5d9e6b34ebb8"
"485","28.194125","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4004:c1f::54","QUIC","101","Handshake, DCID=f3bc5d9e6b34ebb8"
"486","28.196025","2607:f8b0:4004:c1f::54","2601:19b:681:6a0:443d:6eeb:d343:8f85","QUIC","1262","Handshake, SCID=f3bc5d9e6b34ebb8"
"487","28.196124","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4004:c1f::54","QUIC","101","Handshake, DCID=f3bc5d9e6b34ebb8"
"488","28.196901","2607:f8b0:4004:c1f::54","2601:19b:681:6a0:443d:6eeb:d343:8f85","QUIC","1262","Handshake, SCID=f3bc5d9e6b34ebb8"
"489","28.197002","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4004:c1f::54","QUIC","101","Handshake, DCID=f3bc5d9e6b34ebb8"
"490","28.197672","2607:f8b0:4004:c1f::54","2601:19b:681:6a0:443d:6eeb:d343:8f85","QUIC","941","Protected Payload (KP0)"
"491","28.198099","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4004:c1f::54","QUIC","101","Handshake, DCID=f3bc5d9e6b34ebb8"
"492","28.205723","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4004:c1f::54","QUIC","135","Handshake, DCID=f3bc5d9e6b34ebb8"
"493","28.206628","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4004:c1f::54","QUIC","93","Protected Payload (KP0), DCID=f3bc5d9e6b34ebb8"
"494","28.206921","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4004:c1f::54","QUIC","116","Protected Payload (KP0), DCID=f3bc5d9e6b34ebb8"
"495","28.207751","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4004:c1f::54","QUIC","1258","Protected Payload (KP0), DCID=f3bc5d9e6b34ebb8"
"496","28.207752","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4004:c1f::54","QUIC","1259","Protected Payload (KP0), DCID=f3bc5d9e6b34ebb8"
"497","28.207753","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4004:c1f::54","QUIC","1259","Protected Payload (KP0), DCID=f3bc5d9e6b34ebb8"
"498","28.207754","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4004:c1f::54","QUIC","1259","Protected Payload (KP0), DCID=f3bc5d9e6b34ebb8"
"499","28.207755","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4004:c1f::54","QUIC","472","Protected Payload (KP0), DCID=f3bc5d9e6b34ebb8"
"500","28.207911","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4004:c1f::54","QUIC","96","Protected Payload (KP0), DCID=f3bc5d9e6b34ebb8"
"501","28.208249","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4004:c1f::54","QUIC","123","Protected Payload (KP0), DCID=f3bc5d9e6b34ebb8"
"502","28.222650","2601:19b:681:6a0:443d:6eeb:d343:8f85","2a03:2880:f272:cc:face:b00c:0:43fe","TLSv1.2","124","Application Data"
"503","28.234809","2607:f8b0:4004:c1f::54","2601:19b:681:6a0:443d:6eeb:d343:8f85","QUIC","675","Protected Payload (KP0)"
"504","28.235148","2607:f8b0:4004:c1f::54","2601:19b:681:6a0:443d:6eeb:d343:8f85","QUIC","183","Protected Payload (KP0)"
"505","28.235270","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4004:c1f::54","QUIC","93","Protected Payload (KP0), DCID=f3bc5d9e6b34ebb8"
"506","28.235480","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4004:c1f::54","QUIC","93","Protected Payload (KP0), DCID=f3bc5d9e6b34ebb8"
"507","28.235481","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4004:c1f::54","QUIC","1294","Protected Payload (KP0), DCID=f3bc5d9e6b34ebb8"
"508","28.239387","2a03:2880:f272:cc:face:b00c:0:43fe","2601:19b:681:6a0:443d:6eeb:d343:8f85","TCP","86","443  >  58063 [ACK] Seq=1372 Ack=1656 Win=674 Len=0 TSval=702166795 TSecr=1276830890"
"509","28.242162","2607:f8b0:4004:c1f::54","2601:19b:681:6a0:443d:6eeb:d343:8f85","QUIC","88","Protected Payload (KP0)"
"510","28.243261","2607:f8b0:4004:c1f::54","2601:19b:681:6a0:443d:6eeb:d343:8f85","QUIC","88","Protected Payload (KP0)"
"511","28.244327","2607:f8b0:4004:c1f::54","2601:19b:681:6a0:443d:6eeb:d343:8f85","QUIC","88","Protected Payload (KP0)"
"512","28.244659","2607:f8b0:4004:c1f::54","2601:19b:681:6a0:443d:6eeb:d343:8f85","QUIC","88","Protected Payload (KP0)"
"513","28.284989","2607:f8b0:4004:c1f::54","2601:19b:681:6a0:443d:6eeb:d343:8f85","QUIC","1258","Protected Payload (KP0)"
"514","28.285428","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4004:c1f::54","QUIC","98","Protected Payload (KP0), DCID=f3bc5d9e6b34ebb8"
"515","28.285748","2607:f8b0:4004:c1f::54","2601:19b:681:6a0:443d:6eeb:d343:8f85","QUIC","479","Protected Payload (KP0)"
"516","28.285749","2607:f8b0:4004:c1f::54","2601:19b:681:6a0:443d:6eeb:d343:8f85","QUIC","96","Protected Payload (KP0)"
"517","28.285750","2607:f8b0:4004:c1f::54","2601:19b:681:6a0:443d:6eeb:d343:8f85","QUIC","153","Protected Payload (KP0)"
"518","28.285874","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4004:c1f::54","QUIC","93","Protected Payload (KP0), DCID=f3bc5d9e6b34ebb8"
"519","28.285922","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4004:c1f::54","QUIC","93","Protected Payload (KP0), DCID=f3bc5d9e6b34ebb8"
"520","28.286110","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4004:c1f::54","QUIC","93","Protected Payload (KP0), DCID=f3bc5d9e6b34ebb8"
"521","28.313608","2607:f8b0:4004:c1f::54","2601:19b:681:6a0:443d:6eeb:d343:8f85","QUIC","88","Protected Payload (KP0)"
"522","28.338529","2607:f8b0:4004:c1f::54","2601:19b:681:6a0:443d:6eeb:d343:8f85","QUIC","89","Protected Payload (KP0)"
"523","28.695300","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","125","Application Data"
"524","28.695302","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","925","Application Data"
"525","28.695303","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","378","Application Data"
"526","28.695308","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","125","Application Data"
"527","28.696460","2601:19b:681:6a0:443d:6eeb:d343:8f85","2603:1036:302:481e::2","TCP","86","57814  >  443 [ACK] Seq=1 Ack=1210 Win=2048 Len=0 TSval=2504364121 TSecr=140900471"
"528","28.734950","2601:19b:681:6a0:443d:6eeb:d343:8f85","2603:1036:302:481e::2","TCP","1514","57815  >  443 [ACK] Seq=1 Ack=1 Win=2048 Len=1428 TSval=2611842483 TSecr=125037629 [TCP PDU reassembled in 530]"
"529","28.735046","2601:19b:681:6a0:443d:6eeb:d343:8f85","2603:1036:302:481e::2","TCP","706","57815  >  443 [PSH, ACK] Seq=1429 Ack=1 Win=2048 Len=620 TSval=2611842483 TSecr=125037629 [TCP PDU reassembled in 530]"
"530","28.735081","2601:19b:681:6a0:443d:6eeb:d343:8f85","2603:1036:302:481e::2","TLSv1.2","91","Application Data"
"531","28.735679","2601:19b:681:6a0:443d:6eeb:d343:8f85","2603:1036:302:481e::2","TCP","1514","57815  >  443 [ACK] Seq=2054 Ack=1 Win=2048 Len=1428 TSval=2611842483 TSecr=125037629 [TCP PDU reassembled in 532]"
"532","28.735715","2601:19b:681:6a0:443d:6eeb:d343:8f85","2603:1036:302:481e::2","TLSv1.2","394","Application Data"
"533","28.763058","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TCP","86","443  >  57815 [ACK] Seq=1 Ack=3790 Win=16388 Len=0 TSval=125081746 TSecr=2611842483"
"534","28.842730","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","243","Application Data"
"535","28.843153","2601:19b:681:6a0:443d:6eeb:d343:8f85","2603:1036:302:481e::2","TCP","86","57815  >  443 [ACK] Seq=3790 Ack=158 Win=2045 Len=0 TSval=2611842591 TSecr=125081818"
"536","28.844333","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","186","Application Data"
"537","28.844334","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","420","Application Data"
"538","28.844335","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","228","Application Data"
"539","28.844336","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","306","Application Data"
"540","28.844337","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","312","Application Data"
"541","28.844337","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","310","Application Data"
"542","28.844339","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","318","Application Data"
"543","28.844339","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","314","Application Data"
"544","28.844340","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","218","Application Data"
"545","28.844341","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","274","Application Data"
"546","28.844341","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","132","Application Data"
"547","28.844342","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","135","Application Data"
"548","28.844342","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","124","Application Data"
"549","28.844525","2601:19b:681:6a0:443d:6eeb:d343:8f85","2603:1036:302:481e::2","TCP","86","57815  >  443 [ACK] Seq=3790 Ack=2317 Win=2014 Len=0 TSval=2611842592 TSecr=125081828"
"550","28.858575","2601:19b:681:6a0:443d:6eeb:d343:8f85","2603:1036:302:481e::2","TCP","1514","57815  >  443 [ACK] Seq=3790 Ack=2317 Win=2048 Len=1428 TSval=2611842606 TSecr=125081828 [TCP PDU reassembled in 552]"
"551","28.858649","2601:19b:681:6a0:443d:6eeb:d343:8f85","2603:1036:302:481e::2","TCP","706","57815  >  443 [PSH, ACK] Seq=5218 Ack=2317 Win=2048 Len=620 TSval=2611842606 TSecr=125081828 [TCP PDU reassembled in 552]"
"552","28.858695","2601:19b:681:6a0:443d:6eeb:d343:8f85","2603:1036:302:481e::2","TLSv1.2","91","Application Data"
"553","28.858941","2601:19b:681:6a0:443d:6eeb:d343:8f85","2603:1036:302:481e::2","TCP","1514","57815  >  443 [ACK] Seq=5843 Ack=2317 Win=2048 Len=1428 TSval=2611842606 TSecr=125081828 [TCP PDU reassembled in 554]"
"554","28.858974","2601:19b:681:6a0:443d:6eeb:d343:8f85","2603:1036:302:481e::2","TLSv1.2","446","Application Data"
"555","28.884624","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TCP","86","443  >  57815 [ACK] Seq=2317 Ack=5843 Win=16388 Len=0 TSval=125081869 TSecr=2611842606"
"556","28.894526","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TCP","86","443  >  57815 [ACK] Seq=2317 Ack=7631 Win=16388 Len=0 TSval=125081878 TSecr=2611842606"
"557","28.938907","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","243","Application Data"
"558","28.939211","2601:19b:681:6a0:443d:6eeb:d343:8f85","2603:1036:302:481e::2","TCP","86","57815  >  443 [ACK] Seq=7631 Ack=2474 Win=2045 Len=0 TSval=2611842687 TSecr=125081912"
"559","28.942256","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","482","Application Data"
"560","28.942257","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","224","Application Data"
"561","28.942258","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","272","Application Data"
"562","28.942260","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","158","Application Data"
"563","28.942261","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","318","Application Data"
"564","28.942263","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","310","Application Data"
"565","28.942264","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","310","Application Data"
"566","28.942265","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","376","Application Data"
"567","28.942266","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","132","Application Data"
"568","28.942267","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","135","Application Data"
"569","28.942268","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","124","Application Data"
"570","28.942557","2601:19b:681:6a0:443d:6eeb:d343:8f85","2603:1036:302:481e::2","TCP","86","57815  >  443 [ACK] Seq=7631 Ack=4369 Win=2018 Len=0 TSval=2611842690 TSecr=125081923"
"571","28.948734","2601:19b:681:6a0:443d:6eeb:d343:8f85","2603:1036:302:481e::2","TCP","1514","57815  >  443 [ACK] Seq=7631 Ack=4369 Win=2048 Len=1428 TSval=2611842696 TSecr=125081923 [TCP PDU reassembled in 573]"
"572","28.948809","2601:19b:681:6a0:443d:6eeb:d343:8f85","2603:1036:302:481e::2","TCP","706","57815  >  443 [PSH, ACK] Seq=9059 Ack=4369 Win=2048 Len=620 TSval=2611842696 TSecr=125081923 [TCP PDU reassembled in 573]"
"573","28.948855","2601:19b:681:6a0:443d:6eeb:d343:8f85","2603:1036:302:481e::2","TLSv1.2","91","Application Data"
"574","28.949090","2601:19b:681:6a0:443d:6eeb:d343:8f85","2603:1036:302:481e::2","TLSv1.2","1470","Application Data"
"575","28.976815","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TCP","86","443  >  57815 [ACK] Seq=4369 Ack=11068 Win=16388 Len=0 TSval=125081959 TSecr=2611842696"
"576","29.041951","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","243","Application Data"
"577","29.042178","2601:19b:681:6a0:443d:6eeb:d343:8f85","2603:1036:302:481e::2","TCP","86","57815  >  443 [ACK] Seq=11068 Ack=4526 Win=2045 Len=0 TSval=2611842790 TSecr=125082021"
"578","29.043742","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","482","Application Data"
"579","29.043744","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","224","Application Data"
"580","29.043745","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","306","Application Data"
"581","29.043746","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","318","Application Data"
"582","29.043747","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","314","Application Data"
"583","29.043748","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","132","Application Data"
"584","29.043750","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","135","Application Data"
"585","29.043751","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","124","Application Data"
"586","29.043972","2601:19b:681:6a0:443d:6eeb:d343:8f85","2603:1036:302:481e::2","TCP","86","57815  >  443 [ACK] Seq=11068 Ack=5873 Win=2026 Len=0 TSval=2611842792 TSecr=125082024"
"587","29.051820","2601:19b:681:6a0:443d:6eeb:d343:8f85","2603:1036:302:481e::2","TCP","1514","57815  >  443 [ACK] Seq=11068 Ack=5873 Win=2048 Len=1428 TSval=2611842799 TSecr=125082024 [TCP PDU reassembled in 589]"
"588","29.051887","2601:19b:681:6a0:443d:6eeb:d343:8f85","2603:1036:302:481e::2","TCP","706","57815  >  443 [PSH, ACK] Seq=12496 Ack=5873 Win=2048 Len=620 TSval=2611842799 TSecr=125082024 [TCP PDU reassembled in 589]"
"589","29.051928","2601:19b:681:6a0:443d:6eeb:d343:8f85","2603:1036:302:481e::2","TLSv1.2","91","Application Data"
"590","29.052164","2601:19b:681:6a0:443d:6eeb:d343:8f85","2603:1036:302:481e::2","TLSv1.2","1490","Application Data"
"591","29.087433","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TCP","86","443  >  57815 [ACK] Seq=5873 Ack=14525 Win=16388 Len=0 TSval=125082071 TSecr=2611842799"
"592","29.099402","fe80::a2ff:70ff:fe23:f9a4","ff02::1","ICMPv6","174","Router Advertisement from a0:ff:70:23:f9:a4"
"593","29.140980","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","243","Application Data"
